Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions;;;;;;;;
PointMobile,PM45,pm45,3600MB,Phone,Qualcomm SDM450,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
PointMobile,PM66,pm66,1910MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,23,3.0;;;;;;;
Polaroid,Cosmo P5s,P5046A,1902MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Polaroid,PRO5584PHE01,PRO5584PHE01,997MB,Phone,Mediatek MT6735V,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Polaroid,P791,P791,1024MB,Tablet,Rockchip RK3188,1024x768,160,armeabi-v7a;armeabi,19,2.0;;;;;;;
Polaroid,Cosmo Z2,PSPCZ20A0,1901MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Polaroid,Cosmo Z,P5047A,1902MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Polytron,P500,P500,2950MB,Phone,Mediatek MT6753,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Polytron,POLYTRON P552,POLYTRON_P552,2857MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
POPTEL,P9000 MAX,P9000_MAX,3805MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Porsche,Rear  Seat  Entertainment,sdis1,1904MB,Tablet,NVidia Tegra 4 T40,1920x1200,240,armeabi-v7a;armeabi,22,2.0;;;;;;;
Positivo,T1075,T1075,1895MB,Tablet,Mediatek MT8785,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Positivo,AB10PGN,AB10PGN,2003MB,Tablet,Intel C3230RK,1280x800,160,x86;armeabi-v7a;armeabi,22,2.0;;;;;;
Positivo BGH,BGH Y700,Y700,7584MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2.0;;;;;;;
Positivo BGH,Y1000,Y1000,1928MB,Tablet,Mediatek MT8735,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Prestigio,PMT5887_3G,PMT5887_3G,965MB,Tablet,Mediatek MT8382,800x1200,213,armeabi-v7a;armeabi,17,2.0;;;;;;;
Prestigio,Multiphone 5508 DUO,PSP5508DUO,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0;;;;;;;
Prestigio,Grace,PSP7557,1944MB,Phone,Mediatek MT6592,1080x1920,480,armeabi-v7a;armeabi,19,2.0;;;;;;;
Prestigio,PMT5777_3G,PMT5777_3G,965MB,Tablet,Mediatek MT8382,800x1280,213,armeabi-v7a;armeabi,17,2.0;;;;;;;
QMobile,X1S,Noir_X1S,2843MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
QMobile,Z10,Z10,1478MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
QMobile,S9,S9,965MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
QMobile,Z12,CBL7521QM,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
QMobile,Z14,Z14,3811MB,Phone,Mediatek MT6735M,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
QMobile,M6,BBL7551QM,3824MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
QMobile,E8,GBL5805QM,2710MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
QMobile,A1,QMobile_Noir_A1,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
QMobile,A1 lite,Noir_A1_lite,2895MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
QMobile,Pakistan,A1_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2.0;;;;;;
Quanta,True Beyond 4G,al7,824MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Quantum,V,QX2,3819MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Quantum,Twist Neo,S501,886MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Quantum,Sky,QX1,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Quantum,FLY,Q7,2832MB,Phone,Mediatek MT6797,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Ratel,Cell,Cell,5728MB,,Qualcomm MSM8998,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Razer,Razer phone,cheryl_ckh,7714-7716MB,Phone,Qualcomm MSM8998,1440x2560;2560x1440,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;
Razer,Razer Phone,cheryl,7714-7715MB,Phone,Qualcomm MSM8998,1440x2560,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;;
Reeder,P10S,P10S,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Reeder,P10,P10,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Reeder,reeder P12,P12,3832MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Rinno,R550,R550,1942MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1;;;;;;;
Royaltek,FGAD,FGAD,,Tablet,Mediatek MT8127,1280x800,160,armeabi-v7a;armeabi,19,2.0;;;;;;;
Ruggear,RG760,RG760,3072MB,Phone,Qualcomm MSM8953,640x1136,280,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Ruggear,RG740B,RG740B,2864MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
SAKAISIO,FP-U320-711-WIFI,U320-WF,854MB,Tablet,Marvell PXA1088,1280x800,213,armeabi-v7a;armeabi,17,2.0;;;;;;;
SAKAISIO,FP-U320-711-WWAN,U320-3G,854MB,Tablet,Marvell PXA1088,800x1280,213,armeabi-v7a;armeabi,17,2.0;;;;;;;
Saltillo,CF10,CF10,2015MB,Tablet,Rockchip RK3288,1920x1200,240,armeabi-v7a;armeabi,19,3.0;;;;;;;
Samsung,Galaxy Grand Duos,baffin,803MB,Phone,Broadcom BCM28155,480x800,240,armeabi-v7a;armeabi,16;17,2.0;;;;;;
Samsung,Galaxy S9+,star2qltecs,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,star2qltesq,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,star2lte,5195MB,Phone,Samsung Exynos 9810,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,star2qlteue,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,SC-03K,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,SCV39,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,star2lteks,5195MB,Phone,Samsung Exynos 9810,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S9+,star2qltechn,5009MB,Phone,Qualcomm SDM845,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Samsung,Galaxy S8,dreamqltecmcc,3358-3362MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamqltecan,3358-3371MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamlteskt,3460MB,Phone,Samsung Exynos 8895,1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Samsung,Galaxy S8,dreamqlteue,3358-3364MB,Phone,Qualcomm MSM8998,1080x1080;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamlte,3458-3462MB,Phone,Samsung Exynos 8895,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,SCV36,3357-3361MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamlteks,3458-3459MB,Phone,Samsung Exynos 8895,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,SC-02J,3357-3361MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamqltesq,3357-3363MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy S8,dreamqltechn,3357-3371MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Montblanc,montblanc3gctc,1425MB,Phone,Qualcomm MSM8674,480x800,240,armeabi-v7a;armeabi,18,3.0;;;;;;;
Samsung,Galaxy Tab S3,gts3llte,3391-3414MB,Tablet,Qualcomm MSM8996,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,Galaxy Tab S3,gts3lltekx,3391-3414MB,Tablet,Qualcomm MSM8996,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,Galaxy Tab S3,gts3lltevzw,3391-3414MB,Tablet,Qualcomm MSM8996,1536x2048;2048x1536,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;
Samsung,Galaxy TabS3,gts3lltechn,3391-3414MB,Tablet,Qualcomm MSM8996,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,Galaxy Tab S3,gts3lwifichn,3391-3414MB,Tablet,Qualcomm APQ8096,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,Galaxy Tab S3,gts3llteusc,3414MB,Tablet,Qualcomm MSM8996,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Samsung,Galaxy Tab S3,gts3lwifi,3391-3414MB,Tablet,Qualcomm APQ8096,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,GT-P7300B,GT-P7300B,,Tablet,NVidia Tegra 2 T20,1280x752;1280x800;800x1232,160,armeabi-v7a;armeabi,12;13;15,2.0;;;
Samsung,Galaxy Premier,superior,790MB,Phone,TI OMAP4470,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Samsung,Galaxy Premier,superiorcmcc,,Phone,TI OMAP4470,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Samsung,Galaxy S6 Active,marinelteatt,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy J5,j5nlte,1383-1388MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;;;;;;
Samsung,Galaxy J5,j53g,967-1395MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,21;22;23,3.0;;;;;
Samsung,Galaxy J5,j5y17lte,1819MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24,3.2;;;;;;;
Samsung,Galaxy J5,j5lte,1383-1388MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,21;22;23,3.0;;;;;
Samsung,Galaxy J5,j5ltekx,958-1386MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;;;;;;
Samsung,Galaxy J5,j5ylte,1383-1388MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;;;;;;
Samsung,Galaxy J5,j5ltechn,1388MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22,3.0;;;;;;;
Samsung,Galaxy J3,j3x3g,1399MB,Phone,Spreadtrum SC7730SW,720x1280,320,armeabi-v7a;armeabi,22,2.0;;;;;;;
Samsung,Galaxy J3,j3popelteue,1323MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24,3.1;;;;;;;
Samsung,Galaxy J3,j3ltectc,,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22,3.0;;;;;;;
Samsung,Galaxy J3,j3y17qltecmcc,2853MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,25,3.0;;;;;;;
Samsung,Galaxy J3,j3ltespr,1388MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22,3.0;;;;;;;
Samsung,Galaxy Note3,hltecan,752-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,hlte,2440-2833MB,Phone,Qualcomm MSM8674,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hlteskt,2440-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hltetmo,2440-2872MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,SC-02F,2439-2802MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hltevzw,2440-2872MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,hlteatt,2100-2872MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,hltektt,2440-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hlteusc,2440-2872MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,ha3g,2719-2720MB,Phone,Samsung Exynos 5420,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,SCL22,2440-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hltespr,2440-2872MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0;;;
Samsung,Galaxy Note3,htdlte,2440-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,hltelgt,2439-2833MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy Note3,SC-01F,2439-2832MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0;;;;;
Samsung,Galaxy R-Style,jaguars,811MB,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Samsung,Galaxy R-Style,jaguark,811MB,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Samsung,Galaxy R-Style,jaguarl,811MB,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Samsung,Galaxy S4 Duos,ja3gchnduos,1860-1861MB,Phone,Samsung Exynos 5410,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;;;;
Samsung,Galaxy Player 5.8,harrisonkrlgt,,,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Samsung,Galaxy Player 5.8,harrison,,,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Samsung,Galaxy Player 5.8,harrisonkrktt,,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Samsung,Galaxy Tab 7.7 Plus,SC-01E,,Tablet,Qualcomm APQ8060,800x1280,160,armeabi-v7a;armeabi,15,2.0;;;;;;;
Samsung,Galaxy C9 Pro,c9lte,5833-5840MB,Phone,Qualcomm MSM8976SG,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.ﬁub;;;;
Samsung,Galaxy C9 Pro,c9ltechn,5833-5840MB,Phone,Qualcomm MSM8976SG,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.ﬁub;;;;
Samsung,Galaxy Note8,SCV37,5224-5228MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatqlteue,5225-5229MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatqlte,5225-5229MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatlte,5345-5346MB,Phone,Samsung Exynos 8895,1080x1080;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatlteks,5346MB,Phone,Samsung Exynos 8895,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatqltecs,5225-5229MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,SC-01K,5224-5228MB,Phone,Qualcomm MSM8998,1080x2220;2009x1080,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatqltecmcc,5225-5230MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy Note8,greatqltechn,5225-5229MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Samsung,Galaxy TabS 10.5,chagallwifi,2773-2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5 ,chagalllte,2773-2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,SCT21,2720-2871MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,chagallltetmo,2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Samsung,Galaxy TabS 10.5,chagallhltektt,2811-2821MB,Tablet,Samsung Exynos 5433,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;3.Oca;;;;
Samsung,Galaxy TabS 10.5,chagallhlteskt,2811-2821MB,Tablet,Samsung Exynos 5433,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;3.Oca;;;;
Samsung,Galaxy TabS 10.5,chagalllteatt,2773-2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,chagallltespr,2833-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,chagalllteusc,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,chagallltecan,2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Samsung,Galaxy TabS 10.5 ,chagallwifikx,2773-2774MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy TabS 10.5,chagallhltelgt,2811-2821MB,Tablet,Samsung Exynos 5433,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;3.Oca;;;;
Samsung,Galaxy TabS 10.5,chagallltevzw,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Samsung,Galaxy S6 Edge,SCV31,2675-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.ﬁub;;;
Samsung,Galaxy S6 Edge,zerolteusc,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltelgt,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltechn,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltevzw,2678-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,404SC,2675-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.ﬁub;;;
Samsung,Galaxy S6 Edge,zeroltetmo,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zerolteskt,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zerolte,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,SC-04G,2675-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.ﬁub;;;
Samsung,Galaxy S6 Edge,zeroltebmc,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zerolteacg,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltespr,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltelra,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zeroltektt,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy S6 Edge,zerolteatt,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,noblelte,3663-3664MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,nobleltelgt,3662-3663MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,nobleltespr,3660-3664MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,nobleltehk,3662-3664MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,nobleltecmcc,,Phone,Samsung Exynos 5433,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22,3.1;;;;;;
Samsung,Galaxy Note5,nobleltevzw,3662-3664MB,Phone,Samsung Exynos 7420,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;;
Samsung,Galaxy Note5,nobleltektt,3662-3663MB,Phone,Samsung Exynos 7420,1080x1920;1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;
Samsung,Galaxy Note5,nobleltechn,3662-3686MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,nobleltetmo,3662-3663MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,noblelteskt,3662-3663MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
Samsung,Galaxy Note5,noblelteusc,3662-3664MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;
